2023-2024 Season Weekly Team Prediction
---------------------Week 2--------------------------
FWD
name,total_points,Predicted Total Points
Rodrigo Muniz Carvalho,6,5.241999094753818
Yoane Wissa,1,4.276358407913014
MID
name,total_points,Predicted Total Points
Jacob Bruun Larsen,1,5.534786798160693
Brennan Johnson,8,5.160956936379422
Son Heung-min,10,5.040521175362131
Morgan Gibbs-White,7,4.468846945928428
Douglas Luiz Soares de Paulo,3,3.8727201275724075
DEF
name,total_points,Predicted Total Points
Timothy Castagne,1,5.020766483516481
Antonee Robinson,1,4.794042036667037
Pedro Porro,2,4.134146125021123
Mads Roerslev Rasmussen,6,4.004219132633593
Charlie Taylor,1,3.8642217412217414
GK
name,total_points,Predicted Total Points
Mark Flekken,3,3.9660226624836326
Emiliano Martínez Romero,10,3.719602975532617
---------------------Week 31--------------------------
FWD
name,total_points,Predicted Total Points
Alexander Isak,8,5.390688232658835
Gabriel Fernando de Jesus,0,5.253955814525528
Nicolas Jackson,2,4.918365336276836
MID
name,total_points,Predicted Total Points
Mohamed Salah,1,6.9483146153149455
Luis Díaz,6,6.391596509499676
Cole Palmer,20,6.215730064976282
Son Heung-min,2,5.863153151110614
Ben Brereton,2,5.317943115834766
DEF
name,total_points,Predicted Total Points
Benjamin White,6,3.79770619367007
Joe Gomez,2,3.6413262993825355
Jarell Quansah,0,3.5609500820917415
Virgil van Dijk,2,3.4288032849919863
Fabian Schär,2,3.357436827484767
GK
name,total_points,Predicted Total Points
Arijanet Muric,2,4.192205789522436
Martin Dubravka,2,3.917539268141292
